"code","label"
"71O76631","Jeremiah buys the field of Anathoth from his cousin Hanamed"
"71O76632","Jeremiah gives the contract of purchase to Baruch"
"71O76633","Jeremiah's prayer"
"71O77","Jeremiah lamenting over the destruction of Jerusalem"
"71O771","the book of Lamentation of Jeremiah"
"71O771(...)","the book of Lamentation of Jeremiah (with BOOK CHAPTER:VERSE)"
"71O772","Jeremiah witnesses the destruction of Jerusalem"
"71O78","Jeremiah's last years"
"71O781","Jeremiah released from prison by the Babylonians (Jeremiah 39:11-14)"
"71O7811","Nebuzaradan, Nebuchadnezzar's captain of the guard, gives Jeremiah the choice of going or staying (Jeremiah 40:2-5)"
"71O7812","Jeremiah goes to Gedaliah (Jeremiah 40:6)"
"71O782","the flight of the Judaeans into Egypt (Jeremiah 42 - 43:7)"
"71O7821","the people consult Jeremiah"
"71O7822","Jeremiah advises the people not to go to Egypt"
"71O7823","Jeremiah is forced to accompany the Judaeans to Egypt (Jeremiah 43:5-6)"
"71O783","Jeremiah in Egypt"
"71O7831","the Jews in Egypt persist in idolatry (Jeremiah 44:15-19)"
"71O7832","Jeremiah prophesies the defeat of Egypt (Jeremiah 43:8-13, 46)"
"71O7833","Jeremiah prophesies the destruction of the Philistines (Jeremiah 47)"
"71O7834","Jeremiah prophesies the destruction of Babylon (Jeremiah 50-51)"
"71O7835","Jeremiah prophesies the destruction of the other nations (Jeremiah 48-49)"
"71O784","Jeremiah stoned to death"
"71O79","other scenes ~ the book of Jeremiah"
"71O79(...)","other scenes ~ the book of Jeremiah (with BOOK CHAPTER:VERSE)"
"71O8","the book of Nahum"
"71O81","Nahum's prophecies"
"71O811","announcement of the fall of Nineveh ~ prophecy of Nahum"
"71O8111","Nineveh full of carcasses and corpses (Nahum 3:3)"
"71O812","prophecy of a messenger who brings good tidings, and announces peace (Nahum 1:15)"
"71O813","other prophecies of Nahum"
"71O813(...)","other prophecies of Nahum (with BOOK CHAPTER:VERSE)"
"71O9","the book of Ezekiel"
"71O91","the calling of Ezekiel (Ezekiel 1-3)"
"71O911","Ezekiel's vision of God sitting on his throne carried by four tetramorphs, each of them having four wings; wheels within wheels beside them"
"71O9111","Habakkuk ~ Ezekiel's vision of God"
"71O912","God gives Ezekiel a scroll"
"71O913","Ezekiel eats the scroll given by God"
"71O914","Ezekiel among the captives meditating about his calling"
"71O915","Ezekiel communicating with God"
"71O92","Ezekiel's symbolic acts"
"71O921","on a tile the siege of Jerusalem is represented (Ezekiel 4:1-3)"
"71O9211","Ezekiel lies bound on his left side, looking at the tile with the representation of the siege of Jerusalem"
"71O9212","Ezekiel lies bound on his right side, looking at the tile with the representation of the siege of Jerusalem"
"71O922","Ezekiel makes a barley bread, symbolizing famine in Jerusalem (Ezekiel 4:9-17)"
"71O923","Ezekiel cuts his hair with a knife and weighs it in a balance (Ezekiel 5)"
"71O9231","Ezekiel burns and destroys two thirds of the hair he has cut and scatters the rest of it in the wind (symbol of the fall of Jerusalem and the captivity of its inhabitants)"
"71O924","Ezekiel leaves Jerusalem through a hole in the city wall (Ezekiel 12:7)"
"71O9241","Ezekiel digs a hole in the city wall"
"71O925","Ezekiel commanded not to mourn the death of his wife in public (Ezekiel 24:12-27)"
"71O926","Ezekiel joins two sticks (Ezekiel 37:15-17)"
"71O927","other symbolic acts of Ezekiel"
"71O927(...)","other symbolic acts of Ezekiel (with BOOK CHAPTER:VERSE)"
"71O93","Ezekiel's visions"
"71O931","Ezekiel's vision of God: an angel looking like fire takes him to God (through the air, by the hair) (Ezekiel 8)"
"71O9311","God shows Ezekiel the image of Jealousy"
"71O9312","God shows Ezekiel the idolatry of the elders and the women of Judah"
"71O932","the divine judgement of Jerusalem (Ezekiel 9-11)"
"71O9321","six men with weapons come to the temple of Jerusalem"
"71O9322","one of the six armed men marks the foreheads of those who mourn Judah's idolatry ~ Ezekiel's visions"
"71O9323","all the people without marks are killed ~ the divine judgement of Jerusalem"
"71O9324","Ezekiel prays for mercy"
"71O9325","one of the six armed men receives burning coals from a cherub and sets Jerusalem on fire"
"71O9326","the glory of God leaves Jerusalem; the cherubim ascend with their wheels"
"71O9327","Ezekiel lifted up by a spirit and brought to the captives in Chaldea"
"71O933","Ezekiel's vision of the valley of the dry bones (Ezekiel 37:1-10)"
"71O9331","the dry bones become bodies ~ Ezekiel's visions"
"71O9332","resurrection: life is breathed into the bodies ~ Ezekiel's visions"
"71O934","Ezekiel's vision of the new temple (Ezekiel 40 - 47:12)"
"71O9341","Ezekiel and the angel with a measuring reed in the temple"
"71O9342","Ezekiel's vision of God's entry into the temple; Ezekiel falls to the ground"
"71O9343","the Lord's ordinances of the altar ~ Ezekiel's vision of the new temple"
"71O9344","the closed temple-door ('porta clausa') ~ Ezekiel's visions"
"71O9345","the miraculous spring in the temple ~ Ezekiel's visions"
"71O93451","Ezekiel in the river formed by the miraculous spring in the temple"
"71O935","other visions of Ezekiel"
"71O935(...)","other visions of Ezekiel (with BOOK CHAPTER:VERSE)"
"71O94","parables of Ezekiel"
"71O941","Ezekiel's parable of Jerusalem as the burnt vine tree (Ezekiel 15)"
"71O942","Ezekiel's parable of Jerusalem as the adulteress (Ezekiel 16)"
"71O943","Ezekiel's parable of the cedar-tree and the eagles (Ezekiel 17)"
"71O944","Ezekiel's parable of the just father, his wicked son and just grandson (Ezekiel 18)"
"71O945","Ezekiel's parable of Aholah and Aholibah, the adultery of Samaria and Jerusalem (Ezekiel 23)"
"71O946","Ezekiel's parable of Jerusalem as the empty and rusty pot (Ezekiel 24:1-14)"
"71O947","Ezekiel's parable of the Messiah-shepherd (Ezekiel 34:23-31, 37:24-28)"
"71O948","other parables of Ezekiel"
"71O948(...)","other parables of Ezekiel (with BOOK CHAPTER:VERSE)"
"71O95","Ezekiel's prophecies"
"71O951","Ezekiel prophesies against Jerusalem"
"71O952","Ezekiel prophesies against Tyrus (Ezekiel 26-28)"
"71O9521","Tyrus as a wealthy ship, being shipwrecked ~ Ezekiel's prophecies"
"71O9522","Tyrus' descent into hell ~ Ezekiel's prophecies"
"71O953","Ezekiel prophesies against Egypt (Ezekiel 29-32)"
"71O9531","Pharaoh, as a dragon or a crocodile, falls upon the open fields ~ Ezekiel's prophecies"
"71O9532","Pharaoh, as a cedar-tree, cut down ~ Ezekiel's prophecies"
"71O9533","Pharaoh's descent into hell ~ Ezekiel's prophecies"
"71O954","other prophecies of Ezekiel"
"71O954(...)","other prophecies of Ezekiel (with BOOK CHAPTER:VERSE)"
"71O96","Ezekiel preaching"
"71O961","Ezekiel preaching to the princes"
"71O962","Ezekiel preaching to the prophets"
"71O97","other scenes from the book of Ezekiel not meant or mentioned above"
"71O97(...)","other scenes from the book of Ezekiel not meant or mentioned above (with BOOK CHAPTER:VERSE)"
"71O97(Ez. 13:18)","Ezekiel condemning the women that sew pillows to all armholes"
"71P","the story of the prophet Daniel; his visions and prophecies"
"71P1","Daniel and King Nebuchadnezzar"
"71P11","Israelites (usually four) are brought before the prince of eunuchs because King Nebuchadnezzar wants to have them educated in the palace (Daniel 1)"
"71P111","Daniel and his three friends are educated in the palace by Melzar"
"71P112","Daniel (and his friends) asking Melzar for special food"
"71P1121","after taking special food for ten days Daniel and his three friends are examined and are found to be healthier than the other courtiers"
"71P113","Nebuchadnezzar appoints Daniel and his friends as counsellors"
"71P12","King Nebuchadnezzar's first dream, and its interpretation (Daniel 2)"
"71P121","King Nebuchadnezzar dreams of a great statue"
"71P1211","the statue is broken into pieces by a stone ~ King Nebuchadnezzar's dream"
"71P122","King Nebuchadnezzar's furious debate with the magicians and astrologers, who are incapable to tell what he dreamt of"
"71P1221","the magicians and astrologers are pursued and slain ~ King Nebuchadnezzar's dream"
"71P123","Daniel discussing with Arioch, the captain of King Nebuchadnezzar's guard, who had been sent to kill Daniel and his friends"
"71P1231","Daniel returns to his friends; they pray for revelation of King Nebuchadnezzar's dream"
"71P124","King Nebuchadnezzar's dream is revealed to Daniel in a vision during the night"
"71P1241","Daniel's thanksgiving prayer"
"71P125","Daniel before King Nebuchadnezzar, telling him his dream (the great statue that is broken into pieces by a stone)"
"71P1251","King Nebuchadnezzar kneels before Daniel to show his gratitude"
"71P1252","Daniel is rewarded with gifts and his three friends are appointed as provincial governors"
"71P13","the story of the three Hebrews in the fiery furnace (Daniel 3)"
"71P131","King Nebuchadnezzar has a golden statue made and erected outside Babylon in the plain of Dura"
"71P132","the dedication of the golden statue: in the presence of King Nebuchadnezzar, trumpets are blown and all the people surrounding the image fall on their knees"
"71P1321","it is reported to King Nebuchadnezzar that Shadrach, Mesach, and Abed-nego do not worship the golden statue"
"71P1322","King Nebuchadnezzar calls Shadrach, Mesach, and Abed-nego to account, but they refuse to kneel before the golden statue"
"71P133","after the furnace has been heated seven times more, the three Hebrews are bound and thrown into the fire; their executioners are burnt by the flames"
"71P134","to his astonishment King Nebuchadnezzar sees four men (one of them usually represented as an angel) in the furnace; the king commands them to come forth"
"71P1341","the prayer of Azarias ~ story of the three Hebrews"
"71P1342","the prayer of the three Hebrews in the fiery furnace"
"71P135","Shadrach, Mesach and Abed-nego are examined: they prove to be unharmed by the fire, whereupon King Nebuchadnezzar decrees that no one may criticize them"
"71P14","the second dream of King Nebuchadnezzar, and its interpretation (Daniel 4)"
"71P141","King Nebuchadnezzar dreams of a tree that must be cut down"
"71P142","Daniel before King Nebuchadnezzar, interpreting his dream"
"71P143","King Nebuchadnezzar looking out proudly over Babylon from the roof of his palace: 'Is not this great Babylon, that I have built ...'; a voice from heaven foretells his downfall"
"71P144","King Nebuchadnezzar, when overcome by madness, is seized and expelled from the city"
"71P1441","King Nebuchadnezzar's madness: long-haired, he creeps on all fours, eating grass"
"71P1442","King Nebuchadnezzar's reason returns, and he praises God"
"71P145","King Nebuchadnezzar is restored to the throne and in a proclamation he makes known what has happened to him"
"71P2","Daniel and King Belshazzar (Daniel 5)"
"71P21","Belshazzar's great feast, during which he and his courtiers desecrate the golden and silver vessels that were taken from the temple in Jerusalem"
"71P22","during Belshazzar's banquet a hand appears and writes on the wall (MENE, MENE, TEKEL and PARSIN (UPHARSIN)); King Belshazzar is frightened"
"71P23","the astrologers are not able to interpret the writing ~ Daniel and Belshazzar"
"71P24","the queen appears before King Belshazzar, to tell him that he should consult Daniel"
"71P25","Daniel, when brought before King Belshazzar, interprets the writing on the wall"
"71P26","Daniel is honoured: he receives a golden necklace and is appointed as 'the third ruler in the kingdom'"
"71P27","death of King Belshazzar"
"71P271","Darius the Median conquers Babylon after Belshazzar's death"
"71P3","Daniel and King Darius (Daniel 6)"
"71P31","Daniel is appointed as one of the three presidents of the kingdom"
"71P32","the conspiracy against Daniel; the conspirators appear before King Darius to have him sign a decree"
"71P33","Daniel, while praying on his knees before an open window, is discovered by the conspirators"
"71P331","the conspirators accuse Daniel before King Darius"
"71P34","Daniel's punishment and liberation: Daniel in the lion's den ~ King Darius"
"71P341","Daniel is cast into the lion's den; King Darius seals the stone"
"71P3411","Daniel sitting unharmed in the lion's den, surrounded by lions"
"71P342","King Darius fasts and passes the night without sleep"
"71P343","early in the morning King Darius goes to the lion's den and finds Daniel alive"
"71P344","Daniel is liberated from the lion's den ~ King Darius"
"71P345","the conspirators are thrown into the den and are immediately devoured by the lions ~ King Darius"
"71P35","Darius' proclamation to confess his belief in the 'living God'"
"71P4","additions to the story of Daniel"
"71P41","the story of Susanna and the elders (in which the youth Daniel intervenes on behalf of Susanna) (Daniel 13)"
"71P411","Susanna, Joakim's wife, walking in the garden; the two elders spying upon her"
"71P412","Susanna bathing, usually in or near a fountain and sometimes accompanied by two female servants"
"71P4121","the elders spying upon Susanna"
"71P4122","the elders making advances towards Susanna"
"71P413","the elders accusing Susanna before the people, laying their hands on her head or unveiling her"
"71P4131","Susanna alone praying to the Lord"
"71P4132","Susanna is led away to be executed"
"71P414","the youth Daniel opposes the verdict against Susanna"
"71P4141","Daniel interrogates the elders separately"
"71P4142","Daniel exposes the elders as deceivers"
"71P415","the elders are stoned to death ~ story of Susanna"
"71P416","Susanna, Joakim, and her parents and relatives praise the Lord"
